experiment_id,config,model,prompt_hash,retrieved_ids,status,prediction,malware_probability,confidence,latency_sec,prompt_tokens,completion_tokens,evidence_count
E4549,retrieval_assisted,qwen3.8-flash,bee378e7b4a6f7e477caffa395d4ab183bb49ee17018665630b82c16b3126494,"E18931,E33440,E48585",success,malicious,0.95,0.95,10.575,1357,522,4
E4555,retrieval_assisted,qwen3.8-flash,04c0153aa466c582f0655f3d7e495a9fef1a7ee381fede41863a45065fa69493,"E10985,E17046,E27047",success,benign,0.05,0.95,6.394,1204,339,5
E4557,retrieval_assisted,qwen3.8-flash,f542c842ae3ab7beef402093ac9120961b2818ad6fee67f280983a35779f9d45,"E37552,E3840,E45312",success,malicious,0.95,0.9,41.606,1457,765,4
E4559,retrieval_assisted,qwen3.8-flash,a7e38fcbbd3f4ff106ec92c2f2ced24399b3d6679d5fecbcf53c585a02bdcc10,"E11132,E13781,E14098",success,benign,0.05,0.95,7.872,1241,381,4
E4560,retrieval_assisted,qwen3.8-flash,5666af56743e3cb416a5439cdf7247654b6573d5fee89cd6424a9bc280767029,"E845,E16308,E19221",success,malicious,0.99,0.99,11.482,1278,534,4
E4571,retrieval_assisted,qwen3.8-flash,f172812379463a37e50ede7957fbf0a6461117ccbad9c5084fb8123d53a46fcb,"E2123,E2895,E3045",success,benign,0.05,0.98,7.279,1313,389,4
E458,retrieval_assisted,qwen3.8-flash,23e50713d4a6e38f209c83de64df09b138193f18f39acff516d3de10cd04085f,"E10,E106,E1236",success,benign,0.05,0.98,4.362,1194,267,4
E4584,retrieval_assisted,qwen3.8-flash,e2fe808ccb33c02c0a227b7b55b185db8c04cad44b8812f95777cf51f7d4d915,"E39498,E54051,E28984",success,benign,0.15,0.9,31.049,1563,1965,4
E4586,retrieval_assisted,qwen3.8-flash,3be7b88a352db601217b0f97fc56ec99a3b8e064599e4923b7f9f5a2b210fc08,"E1102,E2351,E2418",success,benign,0.05,0.95,11.209,1314,368,4
E4588,retrieval_assisted,qwen3.8-flash,2469a0310f490583f1ded8b3864b23a8dde7db0cc2b4e22302fd3dd579048484,"E3225,E3840,E45312",success,malicious,0.98,0.95,10.139,1423,711,5
E459,retrieval_assisted,qwen3.8-flash,088f7179e98e62619b9e89abb72b6e17b651d2436667f8f98fb6c9df300905e0,"E2271,E3237,E3711",success,benign,0.05,0.95,6.462,1283,341,4
E4593,retrieval_assisted,qwen3.8-flash,cd078bd627e62922ba1a8f71567ef5990c784aeffee896a23c81ca07f17056d4,"E7314,E8059,E10107",success,benign,0.05,0.95,8.49,1237,440,4
E4594,retrieval_assisted,qwen3.8-flash,d1591c03d977c88ff5ccd9e9c895f0e63dd33cb0815318fd7125896fe4f9212c,"E3025,E3060,E3140",success,benign,0.02,0.98,11.357,1198,629,4
E4601,retrieval_assisted,qwen3.8-flash,4753dd67e3d1c86359c73e9c53d307b9f691942b88668bc0d383e5628771eed1,"E1982,E2510,E3242",success,benign,0.05,0.99,6.834,1201,430,5
E4602,retrieval_assisted,qwen3.8-flash,62e58d0ab87e7af40ce265028c5b495ea164196af25dbdc863bd733a9f66b6fd,"E45070,E53301,E46617",success,malicious,0.98,0.99,9.612,1513,430,4
E4604,retrieval_assisted,qwen3.8-flash,c0c601b4b1d0196a9df1cd00056d1c6d0ce448f44d232eb6217843d87e02405b,"E4182,E15885,E22945",success,benign,0.02,0.97,5.953,1212,279,4
E4611,retrieval_assisted,qwen3.8-flash,7c1ad77c6bf23f1cb40d35ed535ab894aebfa457f4559e9b35205222515776bf,"E1282,E515,E40918",success,benign,0.15,0.85,12.402,1322,605,5
E4613,retrieval_assisted,qwen3.8-flash,0c3bb34ee7d9cccb5e6a70aed17deddeff4229a66aa5e71c88f51c18769c7327,"E2880,E21592,E42455",success,benign,0.05,0.95,10.5,1249,545,4
E4617,retrieval_assisted,qwen3.8-flash,607fd45817a8ae0f82987b6e27d6e319b2a9834178bd9faea6ce667ba2289fe5,"E22118,E43893,E40978",success,malicious,0.98,0.99,14.069,1480,736,4
E4627,retrieval_assisted,qwen3.8-flash,e198a88d1be7f9494c96556c8642f71801f53144ceeff660d5abccaa4edb8379,"E3025,E3060,E3140",success,benign,0.02,0.98,8.763,1198,429,5
E4632,retrieval_assisted,qwen3.8-flash,ae05cf94e12cd01ebc4d686d286dbcc7cf962e0f64a04cd4fc2fcfac0c8bae92,"E4518,E6030,E18638",success,benign,0.05,0.95,7.546,1323,520,4
E4639,retrieval_assisted,qwen3.8-flash,89bee78427c1f17d7a001ef8be178e4d2d4119502f7077fdd9b7edbad1c0a9b6,"E2243,E2451,E3351",success,benign,0.15,0.85,23.658,1238,1225,4
E4640,retrieval_assisted,qwen3.8-flash,714417dc019580599d46ee8fdac4bdb45e121a107bf8b3ab2be55cde39ba250a,"E8219,E24684,E30124",success,benign,0.05,0.95,4.227,1236,253,4
E4642,retrieval_assisted,qwen3.8-flash,ae0db4f0bb79f6b53b48f8e0ced886920ae69e824d4b5cd3499fe553e07bd774,"E3335,E4539,E5081",success,benign,0.15,0.85,12.417,1198,555,4
E4659,retrieval_assisted,qwen3.8-flash,48a565fb73fe0ec48d0ac5eaabf223ab374707a34200d682c9663667cb21e834,"E11659,E24549,E35145",success,benign,0.05,0.95,8.1,1324,383,5
E4660,retrieval_assisted,qwen3.8-flash,207300f9676f41050bef55d75dc7026f3e0d143fb315ebd76a595c63fc8ea20a,"E52782,E3678,E32851",success,benign,0.05,0.95,11.827,1714,564,5
E4665,retrieval_assisted,qwen3.8-flash,9b5f8e803cf970bbedee56063eb53984ca05073efbe11b8e832114043c331457,"E2271,E3237,E3711",success,benign,0.05,0.95,7.242,1281,388,4
E4671,retrieval_assisted,qwen3.8-flash,775c178397fcad87fe6598764e76bba8527d41d221c0da75fcef892e49e13905,"E2123,E2895,E3045",success,benign,0.05,0.95,7.944,1312,413,5
E4674,retrieval_assisted,qwen3.8-flash,ff7d552da2d7635a42750d829fa813b1115e5465b9305feefac34573ac10d8c8,"E10,E106,E1236",success,benign,0.05,0.98,6.777,1195,353,4
E4676,retrieval_assisted,qwen3.8-flash,dc2d36bf41914442ba6100b3551631f107c16a61ebef541eb92587677cc7d69e,"E14482,E8364,E9045",success,benign,0.05,0.98,9.23,1320,537,3
E4681,retrieval_assisted,qwen3.8-flash,6e6a7a6f7d0bb929f33599e79b101911ac462a54b0a8a0c182b89ace5fa19f13,"E5488,E5587,E6053",success,benign,0.03,0.97,6.869,1321,407,6
E469,retrieval_assisted,qwen3.8-flash,67b1aa61102016c5e56c8b354cbc1d3eeb8c801167917a7de20f8538c4d2c623,"E3025,E3060,E3140",success,benign,0.05,0.98,7.881,1197,397,4
E4693,retrieval_assisted,qwen3.8-flash,57db0600528add3376542701662fd77c8909b8f0cb334c1524ccd6e32ea98439,"E473,E7170,E11293",success,malicious,0.92,0.98,44.525,1201,3497,4
E4694,retrieval_assisted,qwen3.8-flash,e2aebcf333463a80ad632edd45a9a82707f94fab5e4b913906fad31ba3be7d80,"E37411,E49501,E24660",success,malicious,0.98,0.99,12.972,1425,745,4
E4706,retrieval_assisted,qwen3.8-flash,433d0cbfb4731ea3f428eb369a7f529e57b91aebd1d7cf41771b83b6df99a477,"E2271,E3237,E3711",success,benign,0.05,0.98,7.698,1281,373,4
E4707,retrieval_assisted,qwen3.8-flash,87ca3f09610fa8c7faf58c8e58ffe02b8d5289bcb548ab4147a6daf381ef7a55,"E2834,E19484,E13680",success,benign,0.1,0.9,23.083,1278,1001,4
E4716,retrieval_assisted,qwen3.8-flash,6cd5a224a19a72580ac7af18b77fc59e5a8a9e46f2b8787457cc3ea9bb1e1d4d,"E1440,E2274,E2602",success,benign,0.05,0.95,6.258,1282,397,4
E4718,retrieval_assisted,qwen3.8-flash,220fae09f1e1a2c738665662c7a85f247bd31ccdacab2c0e5ef533150bd2026f,"E3335,E4539,E5081",success,malicious,0.85,0.9,34.414,1198,2372,3
E4719,retrieval_assisted,qwen3.8-flash,8ea6436d7520b5fd491ff6fbd45ebf804b7c76b51dfce5b24822e98b54090842,"E16415,E33274,E36030",success,benign,0.01,0.99,6.874,1314,445,4
E4722,retrieval_assisted,qwen3.8-flash,056ec011398d6c6c3aedcefc7f00c68c869fecb75a890cb9d9dc5080211d4da3,"E54508,E46045,E62262",success,malicious,0.95,0.9,20.579,1341,1146,4
E4727,retrieval_assisted,qwen3.8-flash,9b453ff716b5a9eedc1bd02517bac5d92ee36b3dabf2b028a3fff1310fd692b3,"E63351,E1811,E25316",success,malicious,0.85,0.8,51.47,1375,2866,4
E4732,retrieval_assisted,qwen3.8-flash,a2016cd75fb33d40bb92929a5c818a68dc9752581e0954a4be214aba9f342384,"E3025,E3060,E3140",success,benign,0.01,0.99,7.51,1198,352,4
E4738,retrieval_assisted,qwen3.8-flash,f930310f35ba05b47cca3e7c9ff346599e8eecb68316ffeb81d8946271e1f6df,"E3025,E3060,E3140",success,benign,0.05,0.95,7.365,1198,523,6
E4739,retrieval_assisted,qwen3.8-flash,1916237ba8cba7456a29d2cee63f1446a5b9a08c06cd8a1a7392ecb20a649562,"E1102,E2351,E2418",success,benign,0.03,0.97,13.956,1314,499,5
E474,retrieval_assisted,qwen3.8-flash,61254754ac1c3ce293b589041c5263bbe54dc8699d2e2eb47526a955a288ce92,"E2271,E3237,E3711",success,benign,0.05,0.95,4.272,1280,261,4
E4741,retrieval_assisted,qwen3.8-flash,7872490f432a8e0fc4bb42fa0c8e4d426d180794db09f1decca83ec57772d28d,"E10,E106,E1236",success,benign,0.01,0.99,4.786,1195,285,4
E4758,retrieval_assisted,qwen3.8-flash,e681185557ddf0f9581e00c1ae06dacc3b56424df5465641d12f3a354c14bea3,"E60217,E38972,E50514",api_error: API failed after 3 attempts: The read operation ti,,,,60.086,0,0,0
E476,retrieval_assisted,qwen3.8-flash,a909769e93c41679812250cd9af26b32c32eecb66486cf1fae0506f03b4c1a41,"E3025,E3060,E3140",success,benign,0.02,0.97,12.496,1197,460,4
E4760,retrieval_assisted,qwen3.8-flash,45660b51440d5e61a3e26ebf1f8fed2e5966fa8425ced059bcb8f626d6d42bf8,"E20846,E2879,E15637",success,benign,0.05,0.95,6.964,1267,457,4
E4762,retrieval_assisted,qwen3.8-flash,27329e718ec9db4a1c25db8a6ca42376a48e9d51e0be40cfd68ffadc3d78c92d,"E37552,E3840,E45312",success,malicious,0.98,0.95,10.098,1461,636,4
E4764,retrieval_assisted,qwen3.8-flash,1beeabf0661301b3016b6a7d4bdf0450bd0ff334c1676e9b945060fbf313e5aa,"E24873,E31608,E19287",success,malicious,0.95,0.9,22.175,1691,1270,4
E4768,retrieval_assisted,qwen3.8-flash,ed54361cf7a44e4bf521602dfbd995d1e53756c825ef70a48f900844f58a04ef,"E2271,E3237,E3711",success,benign,0.05,0.98,5.523,1281,300,4
E4774,retrieval_assisted,qwen3.8-flash,efee42b60315d5415ce81f368f8e4357505221215dd6c693e5f667b2bc9ebd27,"E1440,E2274,E2602",success,benign,0.05,0.98,7.104,1282,349,5
E4780,retrieval_assisted,qwen3.8-flash,a6dd40d758286eb6b87bdacb812b0b6e8397c6c7ac7318de8a9066324ddf7ec2,"E38559,E21349,E63324",success,benign,0.05,0.98,7.201,1356,546,5
E4783,retrieval_assisted,qwen3.8-flash,10e08abb98ff8beeca768721df91e3829a459866b09120602c308e25e496c669,"E45360,E21833,E22983",success,benign,0.05,0.95,7.86,1279,454,4
E4787,retrieval_assisted,qwen3.8-flash,9a79c5bb6a562b8f6ccf3fc4480aeffcaed9553a1c20c3a58e03e733ddf1cb0d,"E2271,E3237,E3711",success,benign,0.05,0.95,7.327,1281,454,5
E479,retrieval_assisted,qwen3.8-flash,1539647dae379ecf20dcc2a10de6e4b6aab29efd11a3c860bf0ef370a155897c,"E3025,E3060,E3140",success,benign,0.05,0.95,9.446,1197,285,4
E4791,retrieval_assisted,qwen3.8-flash,d7525a3d038e0c525e02dd28975402ba5bdbe2deaa7e69d55f7a9324d9589e26,"E12646,E52926,E47547",success,malicious,0.92,0.85,24.67,1453,1293,4
E4792,retrieval_assisted,qwen3.8-flash,c2d68d4b16d3cf9b0e225e10d56b2ed721b2f7ddad4d0b4f1d04f879d34c622b,"E23992,E55457,E1169",success,malicious,0.85,0.8,30.906,1458,1829,3
E4793,retrieval_assisted,qwen3.8-flash,84db2f4df0a11768502c074e377e76d87426a31c30b10c2e6498ccb6fe30931b,"E3025,E3060,E3140",success,benign,0.05,0.98,5.656,1198,362,4
E4807,retrieval_assisted,qwen3.8-flash,e1d47373a1c51dcab59a1847f764ea6eaf92225b4c92d5b86cb330e723ebb204,"E14307,E16925,E6189",success,benign,0.05,0.95,7.317,1248,372,4
E4809,retrieval_assisted,qwen3.8-flash,cd61a7628125b749d9db747d383aa8c90c038695b5c99b5577ac98d0611ad5b3,"E3025,E3060,E3140",success,benign,0.02,0.98,7.208,1198,288,5
E4811,retrieval_assisted,qwen3.8-flash,5c87f0bdc446d8e448ac3b418bee4779e8115c5ae60dcbdcecc9f4421b861caa,"E16605,E41192,E61300",success,benign,0.05,0.95,11.467,1324,553,4
E4813,retrieval_assisted,qwen3.8-flash,03c50cfc7c0817a9ea563637c43e468c81cefe0d8cc45a127539886b2ff523ae,"E8411,E21604,E48702",success,benign,0.05,0.95,10.282,1299,563,5
E4819,retrieval_assisted,qwen3.8-flash,9a2706b9e12babdd8b04ebf52e796c7d42fec83849377c38c69ee695b6465167,"E7680,E11336,E13347",success,benign,0.03,0.97,13.403,1213,705,6
E482,retrieval_assisted,qwen3.8-flash,2b31e4fdaad13b4e52f2276e490ba82320f498b7d6584cee6d3161d7f58dd5a4,"E1359,E2766,E4355",success,benign,0.05,0.95,6.123,1196,293,6
E4824,retrieval_assisted,qwen3.8-flash,b61099b3ceeb5205e6ccf78e29dc8ae7bf57f81c5f32ce0c5037e8d91e61f9f3,"E135,E1480,E248",success,benign,0.28,0.62,39.127,1179,2115,7
E4826,retrieval_assisted,qwen3.8-flash,78dfcd7ef6a05d10496191bd1a4fc0525c223015caf27d9e6c650297eb3699e5,"E3025,E3060,E3140",success,benign,0.01,0.99,5.452,1197,322,5
E483,retrieval_assisted,qwen3.8-flash,57caa2065ce63d4de0f8bbd6ca1faa7fc6090e03a5ce93df05eee287deefe3f9,"E20864,E43104,E57818",success,benign,0.05,0.95,14.014,1305,828,5
E4838,retrieval_assisted,qwen3.8-flash,bdcb2073f6acb9c924a09e2166adaf8c2f0b8ab79e8f3836a25f031eee1917e8,"E12637,E8210,E44665",success,benign,0.05,0.95,7.796,1241,424,5
E4839,retrieval_assisted,qwen3.8-flash,f8ea8383d9e243f833a22404f17fc89f238f4c4becb582171ee5cc53ab55bee1,"E3025,E3060,E3140",success,benign,0.01,0.99,7.103,1198,368,3
E4841,retrieval_assisted,qwen3.8-flash,cc64fd1d995550b3b10f4f344855896c4e241b7f197654d8cefc3b0161c16181,"E6045,E42864,E58424",success,malicious,0.65,0.6,14.937,1203,1092,3
E4842,retrieval_assisted,qwen3.8-flash,cfb21085d27fe9d9945bf07a98d15f89c886cdfa3144f87609312a235dcfe2cc,"E3025,E3060,E3140",success,benign,0.01,0.99,8.498,1198,445,4
E4844,retrieval_assisted,qwen3.8-flash,c20455befa94c1cf3f6296081cf1603229bc171e5c377ff9ead805585ca05486,"E2075,E240,E2708",success,malicious,0.85,0.9,15.169,1209,816,5
E4849,retrieval_assisted,qwen3.8-flash,3af9674e78879e5753e44e0e9257b7b323950052aca1c5ba193c599d4bff8fb0,"E16605,E41192,E61300",success,benign,0.05,0.95,7.586,1324,364,7
E4854,retrieval_assisted,qwen3.8-flash,305bec3e3ec29b292d195a54cf05a5cfe3a0992fa6552e077f393be9034c7105,"E1784,E7069,E12762",success,benign,0.01,0.99,10.44,1239,611,4
E4856,retrieval_assisted,qwen3.8-flash,05c242c34ad08fa8243aeac731c447020fad745df745b460752726ff31cb8aff,"E28733,E11823,E16996",success,malicious,0.95,0.92,15.421,1680,863,5
E4860,retrieval_assisted,qwen3.8-flash,fa5400fac49e357edc45cbc83a4026cbb0dc172452d26ec7e5c298514903f924,"E10,E106,E1236",success,benign,0.05,0.95,6.423,1195,257,4
E4867,retrieval_assisted,qwen3.8-flash,be2328e9ce173c29fe8de295c4a946b8b680c7b118209cdc90dfe3a83d46efb3,"E3025,E3060,E3140",success,benign,0.05,0.95,5.638,1198,244,5
E4872,retrieval_assisted,qwen3.8-flash,dfd68ad69fe56e4136d4bcbc818bfb7a9ccf8d951b88f10eb3a09f9d91bcad31,"E2432,E2889,E5756",success,benign,0.01,0.99,5.84,1198,363,5
E4874,retrieval_assisted,qwen3.8-flash,21620254ba414a08eea9ae7cfde2ba9082116fe1709b301387e692577339852a,"E3840,E45312,E37552",success,malicious,0.98,0.95,11.839,1465,624,4
E4884,retrieval_assisted,qwen3.8-flash,ad8eaac032210aa3088ada304bc39e85d827fd78ffb71d13ff56d6b9911541fd,"E1038,E4781,E7269",success,benign,0.05,0.95,8.253,1313,479,4
E4893,retrieval_assisted,qwen3.8-flash,943a6ca75d764b0066c9bda42eed60fcc575fff7323322828f895663a42bac74,"E3025,E3060,E3140",success,benign,0.01,0.99,7.734,1198,355,4
E4894,retrieval_assisted,qwen3.8-flash,658581b2eb77794e3153c550accdb9cbdf5a91bbea6d830646a7618f89b880d8,"E5872,E22072,E23368",success,benign,0.05,0.95,6.304,1213,293,4
E4897,retrieval_assisted,qwen3.8-flash,00d918105fb121ba2a1d485473b2d3cb6b89eda7cfa5c23e5b3e1126b7ead7a9,"E34496,E34025,E40719",success,malicious,0.85,0.75,16.841,1514,912,4
E4902,retrieval_assisted,qwen3.8-flash,0a8b1909999772d5208433d042cd6f446bbc72111e652381d6713a1e1f607481,"E7314,E8059,E10107",success,benign,0.05,0.95,9.301,1238,430,4
E4905,retrieval_assisted,qwen3.8-flash,a254d29dc4be8d07c12fcb1890b5b0ec1dd8dac4164659bb1689b1ffdb08f128,"E4235,E12565,E16804",success,benign,0.01,0.99,13.718,1240,657,4
E4906,retrieval_assisted,qwen3.8-flash,7fa780eef732ca77d16ca52ecfe34c42eabbab3220a89aba87596144d7fef92e,"E3025,E3060,E3140",success,benign,0.01,0.99,6.895,1198,303,4
E4909,retrieval_assisted,qwen3.8-flash,2eb228979fc12dfa0e9824cae0e6ac0c49071cb03257b87f477d2a338a5c6dff,"E1290,E16443,E38024",success,benign,0.05,0.95,8.539,1324,436,5
E491,retrieval_assisted,qwen3.8-flash,975bdd4dfb1656024c9351c39576638abdcab967d801b9bcf920b963317cf487,"E16605,E41192,E61300",success,benign,0.05,0.95,14.607,1323,715,4
E4911,retrieval_assisted,qwen3.8-flash,ef689a1a15997d0ec39a4c99a19c1e259a5c27f28c052f2e5267c072db1cc3dc,"E56078,E57370,E1280",success,benign,0.05,0.98,7.334,1335,403,4
E4913,retrieval_assisted,qwen3.8-flash,b794d587c289463e2eda29bd862a8d980d222a7717fe4ffdd207fa66e58aeb1e,"E3025,E3060,E3140",success,benign,0.05,0.99,6.569,1197,364,6
E4915,retrieval_assisted,qwen3.8-flash,8d733d2e1c4cd5e63336f25c6c20cc67045fd19a03232798d74f9c3a0ed51e4d,"E3025,E3060,E3140",success,benign,0.01,0.99,11.203,1198,696,4
E4919,retrieval_assisted,qwen3.8-flash,eb7b811234551881076b3b918d127cf72fb6d3b8100457d759e23b13367a3a36,"E3025,E3060,E3140",success,benign,0.01,0.99,5.92,1198,305,4
E4925,retrieval_assisted,qwen3.8-flash,21a52de5a37e7ff4ad7a2090a784a6a073532cf780f9f7f85baee89c02d73ec0,"E1214,E17383,E35728",success,benign,0.05,0.95,8.288,1334,411,5
E4932,retrieval_assisted,qwen3.8-flash,68979a05ebf635bdc75613cba14ff3a5e9634d73c6fa1e4f2074028a5937386b,"E1169,E3487,E18930",success,malicious,0.95,0.98,11.429,1434,578,4
E4934,retrieval_assisted,qwen3.8-flash,d335b1c89815501d27a72d6e7498df9f510347006f7f9f2cd13189d9fc3abace,"E10,E106,E1236",success,benign,0.05,0.95,7.151,1195,345,5
E4947,retrieval_assisted,qwen3.8-flash,cc3d2dba726e864e54479fd15077adbbdf46f37fbb119f5b8bb5d02470919bef,"E1188,E1291,E1386",success,malicious,0.95,0.98,9.057,1334,461,4
E4948,retrieval_assisted,qwen3.8-flash,7cbf3b98debec21c983df0a4a4f625a826ad0035fa1ad7699d50da9051f6c32c,"E20165,E13378,E6164",success,benign,0.32,0.67,56.9,1711,3236,6
E495,retrieval_assisted,qwen3.8-flash,635ae25139ace077f266f0a2c4d2c945c5e1f7ff40e4b86f44827adf50d4e6ab,"E4702,E6494,E11686",success,benign,0.05,0.95,6.692,1210,461,4
E4952,retrieval_assisted,qwen3.8-flash,368c72f0ada7ae5f3a889f8e3ebb2a450cebe86298c62a5f8453687722d7fe19,"E8540,E54949,E59642",success,benign,0.01,0.98,17.076,1572,1145,4
E4954,retrieval_assisted,qwen3.8-flash,dc25703f43d2e5e674fd89edd969df54c81aa206819eb0df1b6d1986c89f281a,"E1168,E720,E8045",success,benign,0.05,0.98,5.947,1195,293,4
E4956,retrieval_assisted,qwen3.8-flash,6baf79155b2f4b6343549f701e9eb09e87dae62ea1518e706bffdcd949abcdf8,"E3025,E3060,E3140",success,benign,0.03,0.97,5.849,1198,301,4
E4958,retrieval_assisted,qwen3.8-flash,e4169abdc98bb4dd8284a723a48c52fa9f32be5ee24fc6fdff8337ec99e13a49,"E45402,E23624,E58972",success,benign,0.28,0.68,21.532,1318,1224,5
E496,retrieval_assisted,qwen3.8-flash,163cf19d273de8a91948fb2c53049c4814828ee20f15d2e2887761fd8cb7ca0e,"E3225,E3840,E45312",success,malicious,0.95,0.98,9.421,1432,505,4
E4965,retrieval_assisted,qwen3.8-flash,60bd9cf9e7f2a71aeab3f18621fb2536804f4f881ee3b4ee198cddc46698e2a3,"E3646,E4858,E8069",success,benign,0.01,0.99,6.274,1197,257,4
E497,retrieval_assisted,qwen3.8-flash,7022a487ee7d8291a27c4f63bd332b147f88e030a761170b74886b367efd8481,"E33789,E36596,E50431",success,benign,0.2,0.85,18.101,1213,1007,4
E4971,retrieval_assisted,qwen3.8-flash,f845b7e25c7fc629315706843f5e6bfe227f5231d1e8b5c6a3b7c7c9b078b2f1,"E13885,E21722,E28200",success,benign,0.05,0.95,8.593,1323,458,4
E4973,retrieval_assisted,qwen3.8-flash,f859cdb9e9dc2edb0bea16c22dfa72064669f23b565391f2f3228bececb6c614,"E10430,E12632,E14036",success,benign,0.05,0.95,7.346,1325,444,4
E498,retrieval_assisted,qwen3.8-flash,d3b4af6c56f0e2822c38e0aa838f84cdf367a74962eee5353f70b916541be900,"E1657,E3257,E4672",success,malicious,0.95,0.98,10.784,1312,524,4
E4981,retrieval_assisted,qwen3.8-flash,8e0329f82d38dadfd5cb3b5a64576fd7504e232ea9fb2b00c86b501b8568e05f,"E3025,E3060,E3140",success,benign,0.05,0.95,6.141,1198,325,4
E4982,retrieval_assisted,qwen3.8-flash,5a9f2586d6b4a8cee3b26b26341a1c2562f04b9102421d51452291eb70e5987a,"E23640,E13133,E13778",success,malicious,0.85,0.9,31.925,1293,1939,4
E4983,retrieval_assisted,qwen3.8-flash,e54ca7777571b015a5e9750dd219248930b249c1971c10068e91c0cf702cd67d,"E48059,E20999,E42807",success,benign,0.05,0.95,10.94,1402,591,4
E4985,retrieval_assisted,qwen3.8-flash,a9d3298c253c3154244e1ff9f602d589340b8956a5f7d391a12355dc4c76032d,"E3025,E3060,E3140",success,benign,0.05,0.95,6.386,1198,368,5
E4986,retrieval_assisted,qwen3.8-flash,e3c12fc973be44c932ee73766d8b8d77ef297e0f60d08e17a8285e1df501c0a9,"E8371,E21309,E27935",success,benign,0.05,0.95,8.501,1321,473,4
E4987,retrieval_assisted,qwen3.8-flash,c5d695de7b27a031f12b718eb9f6045d982a534a828fc70ccc1d5983b34537ae,"E3034,E3343,E6778",success,benign,0.05,0.98,9.548,1318,675,4
E4998,retrieval_assisted,qwen3.8-flash,ee79324b82f1de56ecb0aeb9eddd9a77b3b5e13044af349179ca14c233ea278c,"E50416,E48277,E25995",success,benign,0.05,0.95,7.682,1732,508,4
E500,retrieval_assisted,qwen3.8-flash,2a9cf5c86c64f20f8bfdb7516a6e142473b7bd3498f627cfdb0ee1554a7db301,"E8371,E21309,E27935",success,benign,0.05,0.98,8.176,1321,444,4
E5003,retrieval_assisted,qwen3.8-flash,a8c50c104740689bdb09123402c5cb3bc7ff9b1da906c61dd3f08ec44331d4b7,"E3025,E3060,E3140",success,benign,0.01,0.99,6.063,1198,304,4
E5018,retrieval_assisted,qwen3.8-flash,fbd32892a6b6a4418ecfa00ab0e3cf8a068174b4186a5b81190193c6eaf27f48,"E2136,E7388,E10458",success,malicious,0.85,0.75,21.709,1187,953,4
E5019,retrieval_assisted,qwen3.8-flash,fb6e823a3c6506a4c3a107443aed14fa828f997ec61991775442d82f9e13b25a,"E46617,E45070,E53301",success,malicious,0.95,0.95,12.593,1518,687,4
E5020,retrieval_assisted,qwen3.8-flash,b808bd5ab148852a25d6aff1233145c7abe6e4282ea0e0908878fd302d24c8db,"E1568,E327,E5378",success,benign,0.1,0.9,36.463,1310,2053,4
E5022,retrieval_assisted,qwen3.8-flash,f00d59241423ff797674cfa35263a51c1243ed8e7153da448e5125d77c34bc4b,"E54993,E62268,E46708",success,malicious,0.95,0.9,7.442,1255,478,4
E5024,retrieval_assisted,qwen3.8-flash,73d204bc631b75f8110284edfe7fd90228d5a10370a1fd862da745961f3339cc,"E4618,E36056,E24398",success,benign,0.01,0.99,12.195,1212,578,4
E5029,retrieval_assisted,qwen3.8-flash,c58d50bac845bfa50dd46d0a3edf66775c3cc7b35cdee4b0a18ac91bfae0eea7,"E40042,E48739,E35342",success,malicious,0.85,0.9,24.943,1826,1830,5
E5032,retrieval_assisted,qwen3.8-flash,ce0e52031f12400263db88857f94896c591477f7c48a71087fe1ec64b07b90da,"E7561,E8094,E58930",success,benign,0.01,0.99,7.311,1333,354,4
E5038,retrieval_assisted,qwen3.8-flash,4d456ff2dea6fb30b9b22f17dbb5281df28baf7395cec076fa7bae8794b2edf6,"E15173,E48738,E10631",success,malicious,0.95,0.95,11.658,1212,915,4
E504,retrieval_assisted,qwen3.8-flash,b17a384d22f21b1b088933386f6b7a0490b47a891fd5ec241341e90986494cc3,"E3335,E4539,E5081",success,benign,0.2,0.85,25.685,1197,1287,4
E5045,retrieval_assisted,qwen3.8-flash,54d0af623deaabaa15dd4c961418aa59f826bb05b4cb78ff7dc2c9be280fbf77,"E20760,E37512,E42251",success,malicious,0.85,0.75,12.92,1230,837,3
E505,retrieval_assisted,qwen3.8-flash,746d24df9a994d96da52dca9830aed3c10dc5018f9b3d8b1484ad874702a08c0,"E3225,E3840,E45312",success,malicious,0.95,0.9,18.748,1468,1001,4
E5055,retrieval_assisted,qwen3.8-flash,d418de3f2bdccb1658771f29caf6a89797760af93e504ccf6f6f1c5409ec754e,"E4081,E12778,E8222",success,benign,0.05,0.98,11.31,1323,621,5
E5058,retrieval_assisted,qwen3.8-flash,31d86b78611b9a90a6d4a4a24691aa2939d4e4a250b5bade917deb63d0b66336,"E3025,E3060,E3140",success,benign,0.01,0.99,6.425,1198,291,4
E5063,retrieval_assisted,qwen3.8-flash,e1fe42400ef43f05e9f8d817cdc96e49aa437987d31099953cc4c68e1cc58c14,"E3025,E3060,E3140",success,benign,0.02,0.96,7.191,1198,392,4
E5070,retrieval_assisted,qwen3.8-flash,ca94943bd43fec8b4cbbe59b4c606f32784e64599701e32da3c6d106966fc1a5,"E6896,E23717,E27478",success,benign,0.05,0.98,8.754,1240,389,4
